Location,Sex,year,age,px
Argentina,Male,1954,8,0.99917731
Argentina,Male,1954,9,0.99925558
Argentina,Male,1954,10,0.99928556
Argentina,Male,1954,11,0.99927632
Argentina,Male,1954,12,0.99923235
Argentina,Male,1954,13,0.99915492
Argentina,Male,1954,14,0.99904527
Argentina,Male,1954,15,0.99890622
Argentina,Male,1954,16,0.99874423
Argentina,Male,1954,17,0.99857122
Argentina,Male,1954,18,0.99840009
Argentina,Male,1954,19,0.99824471
Argentina,Male,1954,20,0.99811269
Argentina,Male,1954,21,0.99800601
Argentina,Male,1954,22,0.99792218
Argentina,Male,1954,23,0.99785548
Argentina,Male,1954,24,0.99779988
Argentina,Male,1954,25,0.99774925
Argentina,Male,1954,26,0.99769828
Argentina,Male,1954,27,0.9976422
Argentina,Male,1954,28,0.99757733
Argentina,Male,1954,29,0.99750071
Argentina,Male,1954,30,0.99741018
Argentina,Male,1954,31,0.99730417
Argentina,Male,1954,32,0.99718066
Argentina,Male,1954,33,0.99703701
Argentina,Male,1954,34,0.9968694
Argentina,Male,1954,35,0.99667248
Argentina,Male,1954,36,0.9964402
Argentina,Male,1954,37,0.99616586
Argentina,Male,1954,38,0.99584335
Argentina,Male,1954,39,0.99546837
Argentina,Male,1954,40,0.99503848
Argentina,Male,1954,41,0.99455492
Argentina,Male,1954,42,0.99402088
Argentina,Male,1954,43,0.9934414
Argentina,Male,1954,44,0.99282284
Argentina,Male,1954,45,0.99217116
Argentina,Male,1954,46,0.99149142
Argentina,Male,1954,47,0.99078415
Argentina,Male,1954,48,0.99004489
Argentina,Male,1954,49,0.98925829
Argentina,Male,1954,50,0.98840246
Argentina,Male,1954,51,0.98744791
Argentina,Male,1954,52,0.98636645
Argentina,Male,1954,53,0.98515083
Argentina,Male,1954,54,0.98381114
Argentina,Male,1954,55,0.98240162
Argentina,Male,1954,56,0.98099654
Argentina,Male,1954,57,0.97966067
Argentina,Male,1954,58,0.97844068
Argentina,Male,1954,59,0.97729413
Argentina,Male,1954,60,0.97613118
Argentina,Male,1954,61,0.97480072
Argentina,Male,1954,62,0.97312378
Argentina,Male,1954,63,0.9709655
Argentina,Male,1954,64,0.96819799
Argentina,Male,1954,65,0.96477433
Argentina,Male,1954,66,0.96069307
Argentina,Male,1954,67,0.95598802
Argentina,Male,1954,68,0.95073407
Argentina,Male,1954,69,0.94497872
Argentina,Male,1954,70,0.93875662
Argentina,Male,1954,71,0.93203082
Argentina,Male,1954,72,0.92469664
Argentina,Male,1954,73,0.916536
Argentina,Male,1954,74,0.90720946
Argentina,Male,1954,75,0.89625382
Argentina,Male,1954,76,0.88307215
Argentina,Male,1954,77,0.86726237
Argentina,Male,1954,78,0.84868996
Argentina,Male,1954,79,0.82794616
Argentina,Male,1954,80,0.8065573
Argentina,Male,1954,81,0.7896994
Argentina,Male,1954,82,0.77369737
Argentina,Male,1954,83,0.75818243
Argentina,Male,1954,84,0.74281092
Argentina,Male,1954,85,0.72726254
Argentina,Male,1954,86,0.71123991
Argentina,Male,1954,87,0.69446909
Argentina,Male,1954,88,0.67670108
Argentina,Male,1954,89,0.65771383
Argentina,Male,1954,90,0.6373147
Argentina,Male,1954,91,0.61377695
Argentina,Male,1954,92,0.58996926
Argentina,Male,1954,93,0.56630412
Argentina,Male,1954,94,0.5428519
Argentina,Male,1954,95,0.53127078
Argentina,Male,1954,96,0.51399623
Argentina,Male,1954,97,0.49770062
Argentina,Male,1954,98,0.48242395
Argentina,Male,1954,99,0.46818594
Argentina,Male,1954,100,0
Argentina,Male,1955,0,0.92704361
Argentina,Male,1955,1,0.99336297
Argentina,Male,1955,2,0.99554152
Argentina,Male,1955,3,0.99696842
Argentina,Male,1955,4,0.99788493
Argentina,Male,1955,5,0.99846367
Argentina,Male,1955,6,0.998822
Argentina,Male,1955,7,0.99903578
Argentina,Male,1955,8,0.99915567
Argentina,Male,1955,9,0.99921034
Argentina,Male,1955,10,0.99921804
Argentina,Male,1955,11,0.99918888
Argentina,Male,1955,12,0.9991288
Argentina,Male,1955,13,0.99903883
Argentina,Male,1955,14,0.99891972
Argentina,Male,1955,15,0.99877682
Argentina,Male,1955,16,0.99861577
Argentina,Male,1955,17,0.99844387
Argentina,Male,1955,18,0.99826172
Argentina,Male,1955,19,0.99807495
Argentina,Male,1955,20,0.99789776
Argentina,Male,1955,21,0.99774356
Argentina,Male,1955,22,0.99762353
Argentina,Male,1955,23,0.99753501
Argentina,Male,1955,24,0.99746745
Argentina,Male,1955,25,0.99741735
Argentina,Male,1955,26,0.99737958
Argentina,Male,1955,27,0.99734791
Argentina,Male,1955,28,0.99731748
Argentina,Male,1955,29,0.99728315
Argentina,Male,1955,30,0.99723877
Argentina,Male,1955,31,0.99717836
Argentina,Male,1955,32,0.99709565
Argentina,Male,1955,33,0.99698463
Argentina,Male,1955,34,0.99683889
Argentina,Male,1955,35,0.99665007
Argentina,Male,1955,36,0.99640938
Argentina,Male,1955,37,0.99610792
Argentina,Male,1955,38,0.99573896
Argentina,Male,1955,39,0.99530044
Argentina,Male,1955,40,0.99479532
Argentina,Male,1955,41,0.9942361
Argentina,Male,1955,42,0.99363901
Argentina,Male,1955,43,0.99302029
Argentina,Male,1955,44,0.99239284
Argentina,Male,1955,45,0.99175579
Argentina,Male,1955,46,0.99110133
Argentina,Male,1955,47,0.99041189
Argentina,Male,1955,48,0.98966702
Argentina,Male,1955,49,0.98884743
Argentina,Male,1955,50,0.98793342
Argentina,Male,1955,51,0.98691177
Argentina,Male,1955,52,0.98577337
Argentina,Male,1955,53,0.98452155
Argentina,Male,1955,54,0.98317077
Argentina,Male,1955,55,0.98175422
Argentina,Male,1955,56,0.98031319
Argentina,Male,1955,57,0.97887788
Argentina,Male,1955,58,0.97746503
Argentina,Male,1955,59,0.97603686
Argentina,Male,1955,60,0.97452468
Argentina,Male,1955,61,0.97281883
Argentina,Male,1955,62,0.97078663
Argentina,Male,1955,63,0.96832031
Argentina,Male,1955,64,0.96531554
Argentina,Male,1955,65,0.96172162
Argentina,Male,1955,66,0.9575172
Argentina,Male,1955,67,0.9527057
Argentina,Male,1955,68,0.94731682
Argentina,Male,1955,69,0.94137009
Argentina,Male,1955,70,0.93488418
Argentina,Male,1955,71,0.92782592
Argentina,Male,1955,72,0.92011029
Argentina,Male,1955,73,0.91152054
Argentina,Male,1955,74,0.901702
Argentina,Male,1955,75,0.89014595
Argentina,Male,1955,76,0.87617856
Argentina,Male,1955,77,0.85933744
Argentina,Male,1955,78,0.83944556
Argentina,Male,1955,79,0.81713797
Argentina,Male,1955,80,0.79410366
Argentina,Male,1955,81,0.77619055
Argentina,Male,1955,82,0.75925513
Argentina,Male,1955,83,0.74289488
Argentina,Male,1955,84,0.72673517
Argentina,Male,1955,85,0.71043117
Argentina,Male,1955,86,0.69366401
Argentina,Male,1955,87,0.67614123
Argentina,Male,1955,88,0.65759648
Argentina,Male,1955,89,0.63779325
Argentina,Male,1955,90,0.61652944
Argentina,Male,1955,91,0.59199042
Argentina,Male,1955,92,0.56721187
Argentina,Male,1955,93,0.54262549
Argentina,Male,1955,94,0.51830402
Argentina,Male,1955,95,0.50837213
Argentina,Male,1955,96,0.49153086
Argentina,Male,1955,97,0.47583935
Argentina,Male,1955,98,0.46131179
Argentina,Male,1955,99,0.44794182
Argentina,Male,1955,100,0
Argentina,Male,1956,0,0.92813134
Argentina,Male,1956,1,0.9933162
Argentina,Male,1956,2,0.995657
Argentina,Male,1956,3,0.99713606
Argentina,Male,1956,4,0.99805176
Argentina,Male,1956,5,0.99860898
Argentina,Male,1956,6,0.99894112
Argentina,Male,1956,7,0.99913016
Argentina,Male,1956,8,0.99922895
Argentina,Male,1956,9,0.99926622
Argentina,Male,1956,10,0.9992608
Argentina,Male,1956,11,0.99922443
Argentina,Male,1956,12,0.99916502
Argentina,Male,1956,13,0.99908971
Argentina,Male,1956,14,0.99900149
Argentina,Male,1956,15,0.99890185
