1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
267.194,270.103,275.542,279.777,283.445,283.896,286.214,289.644,291.657,301.563,315.513,330.548,350.453,366.212,378.724,390.831,402.753,416.728,435.596,460.141,473.005,485.588,504.113,521.655,539.357,558.352,575.784,596.3,617.354,638.409,660.864,685.304,710.055,736.252,760.615,781.954,799.013,818.396,841.711,866.354,886.481,905.629,932.309,955.873,963.599,971.714,976.812,979.573,982.692,989.146,998.54,997.803,1007.755,1015.26,1009.326,1016.646,1022.656,1029.175,1033.774,1041.444,1068.588,1093.779,1102.032,1100.277,1099.692,1103.61,1099.324,1083.73,1075.467,1078.69,1085.478,1106.815,1108.54,1110.275
261.847,265.655,268.592,274.046,278.323,282.057,282.56,284.882,288.323,290.343,300.261,312.783,328.392,348.222,363.858,376.269,388.318,400.086,413.853,432.313,456.417,468.749,480.929,499.269,516.687,534.288,553.162,570.356,590.679,611.657,632.7,655.058,679.02,703.479,728.975,752.522,772.714,788.713,807.95,831.884,856.998,878.445,897.441,923.039,945.27,953.632,961.417,965.557,969.498,975.86,985.794,987.741,987.947,997.862,1005.622,1000.242,1008.453,1016.089,1026.009,1031.921,1040.038,1067.351,1092.583,1099.632,1098.002,1095.976,1099.056,1094.576,1079.999,1072.445,1075.753,1082.749,1104.411,1106.378
252.565,259.992,263.815,266.769,272.24,276.571,280.333,280.807,283.1,286.5,288.531,297.415,310.543,326.092,345.775,361.29,373.635,385.526,397.088,410.442,428.451,451.974,463.891,475.897,494.111,511.418,528.893,547.508,564.509,584.755,605.726,626.666,649.467,672.711,696.898,721.682,744.411,763.471,778.425,797.51,822.043,849.639,870.616,889.251,913.769,934.661,943.66,951.121,954.304,959.429,969.039,974.511,977.373,977.545,987.726,996.062,991.631,1001.558,1012.782,1024.088,1030.474,1038.795,1066.151,1090.113,1097.283,1094.143,1091.24,1094.109,1090.678,1076.848,1069.397,1072.904,1080.237,1102.169
242.193,250.425,257.838,261.665,264.636,270.144,274.49,278.175,278.593,280.813,284.189,285.617,295.129,308.202,323.607,343.146,358.58,370.766,382.452,393.602,406.508,423.936,447.008,458.752,470.649,488.743,505.92,523.131,541.554,558.486,578.727,599.592,621.977,643.856,666.403,690.307,714.382,736.308,754.252,768.151,787.063,815.642,842.765,862.789,881.066,904.499,924.054,933.698,940.833,943.059,949.371,957.847,963.928,966.754,967.205,977.971,987.271,984.601,998.192,1010.833,1022.622,1029.223,1037.603,1063.663,1087.734,1093.353,1089.317,1086.199,1090.126,1087.45,1073.738,1066.472,1070.305,1077.962
232.737,239.821,248.023,255.416,259.25,262.261,267.771,272.014,275.607,275.936,278.116,281.235,283.315,292.778,305.707,320.975,340.412,355.676,367.663,378.944,389.65,401.987,418.977,441.846,453.487,465.275,483.235,500.15,517.18,535.537,552.469,572.603,595.517,617.274,638.253,660.094,683.719,707.097,728.234,745.05,757.876,781.709,810.091,835.898,854.972,872.885,895.236,913.46,923.746,930.551,931.82,938.848,947.47,953.516,956.613,957.64,969.351,980.369,981.292,996.266,1009.381,1021.367,1028.03,1035.128,1061.293,1083.803,1088.518,1084.265,1082.202,1086.877,1084.313,1070.766,1063.814,1068.013
225.575,230.172,237.226,245.397,252.773,256.634,259.652,265.045,269.181,272.658,272.941,275.179,278.924,280.975,290.301,303.1,318.274,337.524,352.59,364.185,375.029,385.176,397.093,413.897,436.637,448.168,459.839,477.544,494.291,511.263,529.617,546.447,569.279,591.434,612.584,632.658,653.798,677.155,699.847,720.181,735.848,753.597,777.617,804.548,829.043,847.162,864.713,885.985,902.876,913.798,920.271,922.323,928.958,937.546,943.849,947.491,949.423,962.763,977.184,979.425,994.847,1008.128,1020.173,1025.579,1032.793,1057.422,1079.031,1083.524,1080.305,1078.973,1083.752,1081.318,1068.062,1061.519
216.878,222.849,227.426,234.45,242.595,249.971,253.828,256.74,262.014,266.027,269.431,270.063,272.901,276.6,278.539,287.75,300.459,315.459,334.504,349.189,360.36,370.654,380.396,392.144,408.839,431.44,442.86,454.304,471.853,488.548,505.514,523.766,544.007,565.952,587.371,607.912,627.083,647.531,670.626,692.617,712.127,732.059,750.81,773.538,799.021,822.195,839.359,856.551,876.74,892.291,903.846,911.769,913.013,919.619,928.449,935.257,939.747,943.211,959.733,975.375,978.042,993.598,1006.937,1017.762,1023.284,1029.02,1052.774,1074.156,1079.642,1077.121,1075.892,1080.767,1078.583,1065.771
205.119,214.07,220.006,224.561,231.558,239.69,247.037,250.788,253.593,258.74,262.667,266.638,267.845,270.631,274.209,276.065,285.195,297.74,312.556,331.225,345.492,356.128,366.031,375.617,387.276,403.852,426.317,437.526,448.837,466.335,483.02,499.888,521.602,541.567,562.647,583.329,603.263,621.539,641.298,664.116,685.386,708.821,729.617,748.037,769.473,793.499,815.353,831.563,848.389,867.49,881.697,896.328,903.091,904.312,911.145,920.439,928.033,933.938,940.35,957.994,974.022,976.802,992.413,1004.583,1015.517,1019.626,1024.535,1048.068,1070.39,1076.524,1074.098,1072.943,1078.031,1076.302
192.414,202.333,211.223,217.119,221.65,228.638,236.73,243.96,247.602,250.292,255.34,259.996,264.492,265.649,268.321,271.811,273.613,282.596,294.969,309.439,327.694,341.437,351.701,361.457,370.967,382.528,398.987,421.228,432.309,443.583,461.062,477.652,498.138,519.44,539.151,559.366,579.31,598.644,616.027,635.08,657.603,682.757,706.698,727.191,745.276,765.41,787.98,808.514,823.762,840.219,858.226,875.321,888.524,895.263,896.693,903.939,913.934,922.78,931.303,938.714,956.697,972.784,975.628,990.128,1002.399,1011.989,1015.315,1020.029,1044.452,1067.361,1073.576,1071.196,1070.235,1075.78
181.075,189.748,199.595,208.418,214.27,218.807,225.757,233.739,240.842,244.371,246.97,252.803,257.947,262.38,263.431,266.021,269.452,271.14,279.967,292.016,306.102,323.845,337.227,347.356,357.043,366.472,377.935,394.192,416.282,427.324,438.587,455.97,476.176,496.389,517.301,536.756,556.106,575.32,594.052,610.525,628.857,655.636,681.274,704.588,724.77,742.511,761.344,782.459,801.667,815.949,832.031,852.902,868.452,881.628,888.549,890.342,898.198,909.273,920.386,929.768,937.478,955.474,971.613,973.419,988.011,999.016,1007.864,1011.011,1016.577,1041.539,1064.507,1070.731,1068.524,1068.028
