1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
547.63,556.168,566.586,574.672,578.896,581.031,583.402,594.146,603.445,616.857,630.003,638.549,654.342,669.044,685.304,706.748,727.313,766.989,808.725,853.008,912.469,940.184,974.066,1006.994,1040.391,1074.334,1109.036,1144.1,1179.458,1214.527,1248.654,1278.747,1307.799,1334.974,1359.382,1371.99,1377.695,1378.552,1376.265,1377.659,1393.328,1417.197,1444.352,1473.86,1502.681,1521.297,1555.131,1591.568,1629.853,1668.539,1704.204,1734.884,1760.925,1777.755,1785.705,1781.598,1777.906,1767.57,1746.378,1723.918,1704.012,1677.133,1659.906,1639.183,1645.386,1646.615,1659.652,1660.25,1668.13,1667.668,1644.928,1615.533,1581.011,1543.125
533.34,545.379,553.972,564.417,572.508,576.758,578.996,581.441,592.19,601.483,614.903,627.823,636.301,651.934,666.621,682.877,704.288,724.828,764.418,806.119,850.363,909.492,937.107,970.973,1003.877,1037.25,1071.165,1105.96,1141.041,1176.326,1211.231,1245.257,1274.768,1303.33,1330.87,1355.456,1368.334,1373.456,1374.687,1372.63,1374.494,1390.968,1414.18,1443.088,1471.052,1499.863,1518.456,1552.234,1588.644,1628.76,1666.628,1701.929,1732.58,1758.89,1775.491,1782.988,1778.627,1774.9,1764.224,1742.35,1718.247,1697.484,1671.188,1655.169,1634.944,1641.401,1642.064,1656.761,1656.058,1662.417,1664.078,1642.376,1610.192,1574.786
515.14,531.042,543.121,551.75,562.19,570.292,574.639,576.956,579.44,590.178,599.493,612.677,625.51,633.847,649.46,664.147,680.385,701.765,722.277,761.833,803.497,847.435,906.363,933.974,967.811,1000.689,1034.032,1068.043,1102.855,1137.857,1172.965,1207.758,1241.164,1270.158,1299.096,1326.814,1351.658,1363.914,1369.42,1370.886,1369.32,1372.038,1387.832,1412.865,1440.166,1468.122,1496.9,1515.452,1549.206,1587.524,1626.786,1664.272,1699.54,1730.469,1756.535,1772.665,1779.898,1775.507,1771.424,1760.035,1736.452,1711.462,1691.313,1666.287,1650.786,1630.838,1636.702,1639.094,1652.442,1650.149,1658.708,1661.411,1636.779,1603.704
494.715,512.832,528.756,540.855,549.486,559.925,568.111,572.53,574.889,577.395,588.15,597.24,610.333,623.005,631.349,646.957,661.631,677.854,699.202,719.736,759.255,800.61,844.382,903.209,930.806,964.612,997.456,1030.898,1064.927,1099.654,1134.472,1169.461,1203.616,1236.484,1265.858,1294.973,1322.948,1347.138,1359.774,1365.51,1367.47,1366.778,1368.819,1386.474,1409.872,1437.167,1465.093,1493.819,1512.365,1548.065,1585.512,1624.382,1661.833,1697.38,1728.063,1753.649,1769.509,1776.711,1771.96,1767.148,1754.018,1729.532,1705.182,1686.328,1661.838,1646.615,1626.077,1633.693,1634.73,1646.45,1646.393,1655.986,1655.664,1630.157
475.111,492.43,510.556,526.479,538.561,547.201,557.713,565.954,570.406,572.789,575.346,585.87,594.886,607.817,620.479,628.843,644.434,659.098,675.304,696.669,717.223,756.434,797.624,841.334,900.05,927.631,961.397,994.339,1027.796,1061.739,1096.279,1130.974,1165.322,1198.934,1232.17,1261.72,1291.087,1318.404,1342.952,1355.807,1362.032,1364.862,1363.5,1367.416,1383.447,1406.843,1434.111,1461.985,1490.695,1511.198,1546.032,1583.087,1621.922,1659.65,1694.95,1725.154,1750.468,1766.295,1773.131,1767.655,1761.105,1747.072,1723.233,1700.182,1681.862,1657.658,1641.847,1623.066,1629.338,1628.763,1642.695,1643.658,1650.188,1649.015
456.7,472.863,490.19,508.3,524.187,536.26,544.979,555.534,563.792,568.259,570.695,573.059,583.503,592.375,605.294,617.96,626.333,641.909,656.562,672.798,694.177,714.485,753.534,794.661,838.301,896.905,924.463,958.318,991.274,1024.643,1058.399,1092.815,1126.877,1160.687,1194.657,1228.057,1257.853,1286.57,1314.234,1338.978,1352.305,1359.381,1361.554,1362.039,1364.38,1380.417,1403.789,1431.007,1458.865,1489.483,1509.152,1543.606,1580.629,1619.735,1657.219,1692.048,1721.981,1747.258,1762.718,1768.839,1761.658,1754.218,1740.821,1718.262,1695.744,1677.703,1652.931,1638.844,1618.769,1623.466,1625.06,1639.971,1637.883,1643.607
435.912,454.49,470.664,487.976,506.035,521.894,534.026,542.794,553.355,561.612,566.122,568.373,570.693,580.993,589.868,602.789,615.448,623.832,639.391,654.077,670.341,691.476,711.681,750.668,791.726,835.294,893.781,921.439,955.301,988.169,1021.353,1054.988,1088.787,1122.325,1156.479,1190.605,1224.235,1253.401,1282.451,1310.3,1335.484,1349.632,1356.072,1360.033,1359.004,1361.366,1377.386,1400.712,1427.912,1457.616,1487.421,1506.739,1541.163,1578.453,1617.322,1654.345,1688.907,1718.798,1743.712,1758.472,1762.933,1754.894,1748.074,1735.913,1713.876,1691.637,1673.051,1649.955,1634.622,1613.052,1619.839,1622.376,1634.262,1631.438
413.177,433.76,452.329,468.49,485.752,503.769,519.665,531.828,540.608,551.156,559.439,563.766,565.977,568.192,578.489,587.381,600.293,612.946,621.34,636.926,651.641,667.686,688.715,708.914,747.835,788.825,832.313,890.802,918.48,952.251,984.94,1018.004,1051.046,1084.341,1118.207,1152.508,1186.851,1219.869,1249.354,1278.578,1306.85,1332.808,1346.343,1354.494,1357.008,1356.004,1358.365,1374.346,1397.66,1426.624,1455.552,1485.013,1504.32,1539.003,1576.067,1614.488,1651.251,1685.766,1715.304,1739.539,1752.701,1756.331,1748.894,1743.257,1731.596,1709.836,1687.089,1670.109,1645.838,1629.09,1609.528,1617.197,1616.783,1627.997
391.168,411.09,431.648,450.188,466.3,483.521,501.559,517.463,529.62,538.396,548.958,557.052,561.334,563.45,565.697,576.003,584.901,597.805,610.452,618.897,634.505,649.014,664.974,685.992,706.181,745.035,785.949,829.473,887.889,915.492,949.085,981.657,1014.157,1046.719,1080.323,1114.327,1148.832,1182.593,1215.907,1245.556,1275.185,1304.19,1329.557,1344.713,1351.492,1354.026,1353.025,1355.366,1371.339,1396.331,1424.561,1453.167,1482.609,1502.176,1536.644,1573.282,1611.45,1648.162,1682.336,1711.222,1733.929,1746.298,1750.497,1744.187,1739.026,1727.63,1705.401,1684.189,1666.102,1640.51,1625.658,1606.933,1611.736,1610.737
372.101,389.14,409.034,429.546,448.022,464.096,481.335,499.366,515.245,527.381,536.177,546.55,554.588,558.773,560.922,563.212,573.519,582.426,595.323,608.001,616.49,631.9,646.332,662.295,683.3,703.479,742.259,783.206,826.692,884.944,912.394,945.869,977.906,1009.951,1042.805,1076.538,1110.734,1144.69,1178.726,1212.189,1242.223,1272.546,1300.992,1327.875,1341.738,1348.531,1351.064,1350.049,1352.399,1369.961,1394.268,1422.196,1450.787,1480.467,1499.845,1533.909,1570.303,1608.417,1644.805,1678.357,1705.798,1727.746,1740.649,1745.901,1740.046,1735.139,1723.307,1702.533,1680.291,1660.967,1637.167,1623.082,1601.618,1605.913
356.216,370.113,387.133,406.979,427.413,445.836,461.927,479.157,497.15,512.988,525.127,533.753,544.064,551.996,556.209,558.402,560.726,571.036,579.95,592.874,605.58,613.908,629.24,643.679,659.644,680.633,700.798,739.605,780.514,823.877,881.892,909.245,942.214,973.823,1006.14,1039.115,1073.026,1106.707,1140.92,1175.094,1208.915,1239.603,1269.404,1299.268,1324.931,1338.798,1345.587,1348.103,1347.104,1350.957,1367.89,1391.922,1419.839,1448.654,1478.146,1497.154,1530.989,1567.329,1605.137,1640.937,1673.129,1699.851,1722.291,1736.17,1741.848,1736.237,1730.932,1720.46,1698.73,1675.342,1657.696,1634.603,1617.891,1596.023
342.349,354.251,368.141,385.124,404.891,425.257,443.677,459.761,476.953,494.892,510.712,522.677,531.253,541.455,549.398,553.647,555.877,558.237,568.549,577.503,590.451,602.991,611.271,626.605,641.052,657.016,677.986,698.227,736.997,777.79,820.961,878.794,905.687,938.251,970.112,1002.54,1035.681,1069.111,1103.031,1137.372,1171.881,1206.309,1236.514,1267.634,1296.362,1322.013,1335.866,1342.637,1345.166,1345.574,1348.867,1365.553,1389.58,1417.709,1446.346,1475.483,1494.289,1528.072,1564.128,1601.381,1635.911,1667.422,1694.596,1717.937,1732.208,1738.107,1732.136,1728.095,1716.737,1693.938,1672.128,1655.118,1629.529,1612.489
330.394,340.397,352.299,366.167,383.083,402.781,423.127,441.52,457.569,474.709,492.615,508.254,520.154,528.637,538.84,546.802,551.08,553.348,555.744,566.088,575.078,587.869,600.35,608.657,623.993,638.443,654.405,675.441,695.7,734.356,774.968,817.998,875.314,901.843,934.635,966.598,999.178,1031.873,1065.525,1099.562,1134.215,1169.287,1203.264,1234.69,1264.76,1293.472,1319.093,1332.923,1339.702,1343.534,1343.434,1346.523,1363.217,1387.445,1415.41,1443.715,1472.653,1491.425,1524.945,1560.484,1596.556,1630.447,1662.368,1690.369,1714.066,1728.532,1734.092,1729.3,1724.437,1712.08,1690.759,1669.523,1650.128,1624.304
320.968,328.45,338.461,350.349,364.164,381.022,400.695,420.998,439.34,455.34,472.448,490.169,505.728,517.526,526.017,536.227,544.202,548.51,550.816,553.275,563.647,572.507,585.241,597.73,606.064,621.399,635.851,651.889,672.934,693.14,731.624,772.102,814.681,871.569,898.322,931.201,963.303,995.47,1028.369,1062.128,1096.456,1131.63,1166.285,1201.38,1231.842,1261.892,1290.572,1316.153,1329.983,1337.961,1341.331,1341.055,1344.176,1361.067,1385.148,1412.805,1440.925,1469.819,1488.363,1521.407,1555.856,1591.332,1625.593,1658.271,1686.592,1710.454,1724.598,1731.239,1725.701,1719.913,1708.926,1688.106,1664.594,1645.05
313.473,319.023,326.525,336.529,348.373,362.145,378.986,398.614,418.85,437.128,453.097,470.032,487.664,503.108,514.896,523.402,533.613,541.601,545.938,548.305,550.824,561.071,569.892,582.631,595.132,603.488,618.822,633.346,649.408,670.397,690.494,728.85,768.908,811.12,868.122,894.967,927.968,959.687,992.04,1025.038,1059.066,1093.875,1128.665,1164.347,1198.548,1228.987,1259.004,1287.641,1313.204,1328.132,1335.688,1338.903,1338.67,1341.996,1358.76,1382.56,1410.047,1438.127,1466.798,1484.918,1516.961,1550.859,1586.668,1621.62,1654.58,1683.041,1706.587,1721.718,1727.667,1721.288,1716.77,1706.205,1683.195,1659.636
305.608,311.518,317.097,324.606,334.573,346.384,360.151,376.956,396.516,416.674,434.903,450.713,467.563,485.071,500.486,512.27,520.785,530.997,538.998,543.386,545.812,548.248,558.453,567.293,580.04,592.546,600.926,616.323,630.872,646.896,667.78,687.807,725.771,765.486,807.83,864.825,891.797,924.437,956.324,988.767,1022.013,1056.484,1090.939,1126.674,1161.529,1195.699,1226.102,1256.077,1284.689,1311.251,1325.787,1333.2,1336.462,1336.432,1339.662,1356.177,1379.824,1407.274,1435.147,1463.418,1480.634,1512.171,1546.374,1582.814,1618.013,1651.082,1679.232,1703.672,1718.166,1723.349,1718.147,1713.971,1701.271,1678.32
295.941,303.648,309.583,315.179,322.665,332.607,344.418,358.161,374.911,394.391,414.485,432.549,448.279,465.012,482.478,497.868,509.642,518.165,528.379,536.411,540.848,543.201,545.631,555.848,564.71,577.459,589.973,598.435,613.849,628.367,644.305,665.119,684.836,722.479,762.311,804.676,861.694,888.345,921.134,953.101,985.772,1019.425,1053.569,1088.901,1123.864,1158.684,1192.81,1223.167,1253.115,1282.65,1308.833,1323.236,1330.694,1334.147,1334.041,1337.063,1353.447,1377.063,1404.319,1431.825,1459.257,1476.026,1507.841,1542.623,1579.275,1614.563,1647.321,1676.282,1700.132,1713.929,1720.185,1715.258,1708.989,1696.446
285.94,293.99,301.706,307.653,313.237,320.711,330.659,342.453,356.155,372.837,392.252,412.174,430.145,445.767,462.459,479.884,495.244,507.009,515.54,525.772,533.832,538.196,540.548,543.023,553.253,562.131,574.885,587.46,595.963,611.343,625.785,641.671,662.194,681.665,719.41,759.256,801.667,858.3,885.101,917.954,950.13,983.173,1016.527,1051.483,1086.092,1121.016,1155.788,1189.86,1220.188,1250.993,1280.171,1306.214,1320.654,1328.293,1331.678,1331.39,1334.311,1350.677,1374.113,1401.036,1427.772,1454.785,1471.825,1504.174,1539.143,1575.864,1610.847,1644.33,1672.758,1695.972,1710.74,1717.185,1710.203,1704.197
