1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
496.14,507.974,516.509,523.598,532.805,541.121,548.79,555.698,566.331,588.581,607.439,628.216,648.579,662.691,681.76,697.686,714.17,733.902,751.771,765.196,807.302,851.728,909.834,934.068,968.659,1002.575,1036.866,1071.628,1107.015,1142.627,1178.332,1213.833,1247.696,1277.429,1306.612,1334.726,1359.759,1372.313,1378.288,1380.17,1378.838,1381.768,1397.481,1422.226,1448.984,1477.214,1506.171,1525.143,1560.138,1599.363,1639.384,1677.427,1713.374,1746.86,1774.873,1794.27,1804.137,1800.785,1797.011,1786.242,1763.493,1739.415,1721.058,1696.677,1681.98,1662.606,1669.932,1671.855,1685.555,1684.697,1694.854,1699.655,1676.824,1644.898
479.172,493.401,505.204,513.708,520.816,530.035,538.436,546.166,553.103,563.729,585.942,604.545,625.192,645.361,659.45,678.485,694.38,710.842,730.538,748.427,761.884,803.655,847.88,905.835,930.05,964.594,998.464,1032.837,1067.605,1102.878,1138.251,1173.775,1208.596,1241.87,1271.905,1301.232,1329.564,1353.964,1366.869,1372.993,1375.134,1374.421,1376.503,1393.731,1416.76,1443.478,1471.649,1500.526,1519.474,1556.317,1594.547,1634.007,1671.827,1707.857,1740.859,1768.394,1787.537,1797.404,1793.702,1789.23,1776.852,1753.266,1729.788,1712.687,1688.888,1674.449,1654.634,1663.462,1663.874,1676.319,1677.994,1689.207,1691.227,1667.471
464.471,476.467,490.65,502.405,510.921,518.052,527.352,535.809,543.563,550.512,561.157,583.094,601.576,622.025,642.139,656.216,675.204,691.078,707.517,727.225,745.126,758.363,799.938,844.063,901.864,926.07,960.56,994.511,1028.887,1063.542,1098.576,1133.767,1168.608,1202.834,1236.398,1266.573,1296.114,1323.798,1348.518,1361.556,1367.933,1370.692,1369.14,1372.79,1388.318,1411.319,1437.983,1466.076,1494.903,1515.751,1551.604,1589.283,1628.522,1666.431,1701.986,1734.504,1761.773,1780.902,1790.386,1785.991,1779.891,1766.66,1743.689,1721.513,1704.995,1681.496,1666.6,1648.389,1655.722,1654.864,1669.758,1672.479,1680.782,1681.915
451.35,461.823,473.787,487.907,499.655,508.184,515.406,524.756,533.234,540.994,547.979,558.408,580.206,598.498,618.89,638.962,653.015,671.964,687.816,704.28,723.994,741.658,754.816,796.297,840.317,897.976,922.164,956.727,990.68,1024.944,1059.362,1094.217,1128.732,1162.982,1197.491,1231.18,1261.563,1290.455,1318.446,1343.266,1356.541,1363.52,1365.444,1365.46,1367.463,1382.984,1405.942,1432.532,1460.577,1491.258,1511.168,1546.481,1583.948,1623.273,1660.709,1695.782,1728.024,1755.259,1773.983,1782.749,1776.744,1769.79,1757.144,1735.471,1713.892,1697.666,1673.74,1660.44,1640.859,1646.902,1648.464,1664.352,1664.119,1671.591
434.659,448.768,459.217,471.13,485.228,496.969,505.578,512.86,522.224,530.703,538.495,545.286,555.633,577.227,595.471,615.817,635.835,649.871,668.783,684.662,701.143,720.617,738.186,751.363,792.745,836.671,894.184,918.477,953.035,986.878,1020.91,1055.153,1089.347,1123.286,1157.808,1192.432,1226.312,1256.056,1285.243,1313.322,1338.343,1352.191,1358.346,1361.798,1360.212,1362.245,1377.739,1400.632,1427.176,1457.036,1486.769,1506.19,1541.299,1578.85,1617.704,1654.656,1689.448,1721.636,1748.45,1766.444,1773.599,1766.761,1760.358,1748.956,1727.87,1706.599,1689.947,1667.623,1653.015,1632.241,1640.618,1643.177,1656.064,1655.075
415.323,432.162,446.224,456.63,468.532,482.609,494.408,503.065,510.37,519.73,528.237,535.837,542.567,552.77,574.297,592.503,612.792,632.764,646.784,665.707,681.604,697.868,717.24,734.811,747.996,789.289,833.116,890.606,914.925,949.372,982.991,1016.851,1050.455,1084.092,1118.291,1152.921,1187.721,1220.973,1250.997,1280.265,1308.531,1334.075,1347.111,1354.726,1356.624,1355.075,1357.117,1372.564,1395.418,1423.712,1452.658,1481.892,1501.152,1536.344,1573.431,1611.805,1648.468,1683.191,1714.951,1741.03,1757.433,1763.744,1757.434,1752.216,1741.359,1720.587,1698.931,1683.829,1660.311,1644.561,1626.09,1635.41,1635.02,1647.174
396.143,412.912,429.684,443.68,454.085,465.976,480.092,491.918,500.59,507.902,517.281,525.602,533.138,539.748,549.939,571.41,589.567,609.807,629.734,643.785,662.712,678.402,694.582,713.946,731.508,744.708,785.908,829.75,887.145,911.388,945.615,979.069,1012.316,1045.386,1079.267,1113.565,1148.36,1182.554,1216.061,1246.161,1275.602,1304.359,1329.095,1343.513,1349.625,1351.547,1350.015,1352.047,1367.473,1392.016,1419.434,1447.899,1476.947,1496.321,1531.067,1567.684,1605.766,1642.346,1676.642,1707.678,1732.198,1747.761,1754.541,1749.365,1744.661,1734.099,1712.982,1692.85,1676.626,1652.064,1638.497,1620.974,1627.383,1626.357
379.587,393.797,410.497,427.184,441.157,451.557,463.494,477.621,489.443,498.113,505.454,514.651,522.908,530.325,536.942,547.129,568.534,586.65,606.842,626.77,640.843,659.56,675.172,691.357,710.703,728.261,741.472,782.686,826.473,883.679,907.743,941.805,974.675,1007.411,1040.711,1074.683,1109.134,1143.35,1177.781,1211.346,1241.609,1271.511,1299.49,1325.511,1338.475,1344.597,1346.528,1344.997,1347.042,1364.097,1387.814,1414.774,1443.061,1472.188,1491.171,1525.467,1561.8,1599.786,1635.946,1669.538,1699.065,1722.758,1738.741,1746.564,1741.888,1737.475,1726.589,1706.947,1685.789,1668.582,1646.098,1633.407,1613.114,1618.947
365.771,377.271,391.425,408.04,424.683,438.628,449.078,461.034,475.141,486.942,495.633,502.813,511.944,520.084,527.504,534.135,544.309,565.655,583.731,603.919,623.841,637.735,656.364,671.981,688.162,707.495,725.045,738.366,779.528,823.171,880.088,904.028,937.531,969.915,1002.863,1036.246,1070.359,1104.262,1138.697,1173.177,1206.883,1237.575,1266.736,1295.923,1320.527,1333.483,1339.602,1341.526,1340.021,1343.65,1359.942,1383.232,1410.025,1438.386,1467.113,1485.707,1519.73,1555.969,1593.548,1629.027,1661.177,1689.901,1713.966,1730.912,1739.189,1734.814,1730.114,1720.623,1700.032,1677.977,1662.698,1641.039,1625.653,1604.943
353.215,363.456,374.916,389,405.568,422.161,436.129,446.602,458.549,472.62,484.421,492.953,500.082,509.1,517.238,524.667,531.302,541.471,562.757,580.837,601.014,620.739,634.57,653.191,668.803,684.981,704.299,721.937,735.304,776.328,819.735,876.415,899.859,932.898,965.475,998.497,1032.009,1065.603,1099.707,1134.184,1168.791,1202.886,1232.875,1263.167,1291.005,1315.567,1328.501,1334.604,1336.544,1336.551,1339.501,1355.41,1378.551,1405.417,1433.4,1461.73,1480.107,1514.042,1549.897,1586.825,1620.936,1652.315,1681.375,1706.325,1723.685,1732.236,1727.621,1724.242,1713.847,1692.429,1672.182,1657.634,1633.39,1617.684
